"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","Churn","Young","RevenuePerUser" 
"5575-TPIZQ","Male",0,"No","No",46,"Yes","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No",0,66.5
"5577-OTWWW","Female",0,"No","No",15,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","Yes",0,23.2
"5578-NKCXI","Female",0,"Yes","Yes",58,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)","No",0,85.2
"5583-EJXRD","Male",0,"Yes","Yes",44,"No","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)","No",0,72.5
"5583-SXDAG","Male",0,"Yes","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check","Yes",0,58.2
"5590-BYNII","Male",0,"No","No",22,"Yes","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,76.5
"5590-YRFJT","Female",0,"Yes","No",20,"No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,40
"5590-ZSKRV","Female",0,"Yes","Yes",8,"Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check","No",0,67.2
"5593-SUAOO","Female",0,"Yes","Yes",24,"Yes","DSL","No","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)","No",0,67.2
"5597-GLBUC","Female",0,"No","No",1,"Yes","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","Yes",0,66.5
"5598-IKHQQ","Female",0,"No","No",72,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",1,23.2
"5599-HVLTW","Female",1,"No","No",14,"Yes","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,58.5
"5600-KTXFM","Male",0,"Yes","Yes",2,"Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","No",0,58.2
"5600-PDUJF","Male",0,"No","No",6,"Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,60
"5602-BVFMK","Female",0,"No","No",12,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",1,23.2
"5605-IYGFG","Female",0,"No","No",7,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,55
"5605-XNWEN","Male",1,"No","No",72,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No",0,20
"5606-AMZBO","Female",0,"Yes","No",10,"Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,58.5
"5609-CEBID","Female",1,"No","No",20,"Yes","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,77
"5609-IMCGG","Female",0,"No","No",15,"Yes","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,62
"5614-DNZCE","Female",0,"No","No",58,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)","No",0,72.5
"5616-PRTNT","Male",0,"No","Yes",20,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","Yes",0,20
"5619-PTMIK","Female",0,"Yes","No",46,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check","No",0,61.7
"5619-XZZKR","Male",0,"No","No",4,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",1,23.2
"5622-UEJFI","Female",0,"Yes","Yes",35,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No",0,20
"5624-BQSSA","Female",0,"No","No",1,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","Yes",0,23.2
"5624-RYAMH","Female",0,"No","No",9,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","No",1,20
"5626-MGTUK","Female",0,"No","No",20,"Yes","DSL","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,66.5
"5627-TVBPP","Female",0,"No","Yes",35,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","No",0,20
"5628-FCGYG","Male",0,"No","No",21,"Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","No",0,68
"5628-RKIFK","Female",1,"No","No",49,"Yes","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)","No",0,79.7
"5630-AHZIL","Female",0,"No","Yes",3,"Yes","Fiber optic","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No",0,76.5
"5630-IXDXV","Female",0,"No","No",47,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,82
"5639-NTUPK","Male",0,"No","Yes",13,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,58.5
"5640-CAXOA","Female",0,"No","No",30,"No","Fiber optic","No","No","No","Yes","No","Yes","One year","Yes","Credit card (automatic)","No",0,60
"5641-DMBFJ","Female",0,"Yes","No",58,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check","No",0,85
"5642-MHDQT","Female",0,"Yes","Yes",53,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)","No",0,20
"5644-PDMZC","Female",1,"No","No",2,"Yes","DSL","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check","Yes",0,76.7
"5647-FXOTP","Female",1,"No","No",60,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,82
"5647-URDKA","Male",0,"Yes","Yes",8,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"5649-ANRML","Male",1,"No","No",2,"Yes","DSL","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)","Yes",0,82
"5649-RXQTV","Male",0,"No","No",51,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,82
"5649-TJHOV","Male",1,"No","No",27,"No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)","Yes",0,58.2
"5649-VUKMC","Female",0,"No","No",12,"Yes","DSL","No","No","Yes","No","Yes","Yes","One year","No","Mailed check","Yes",0,79.7
"5650-VDUDS","Female",0,"No","No",4,"No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,40
"5650-YLIBA","Male",0,"No","No",31,"Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,60.5
"5651-CPDND","Male",0,"No","No",10,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check","No",0,58.2
"5651-CRHKQ","Female",0,"Yes","No",41,"Yes","DSL","No","Yes","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)","No",0,69
"5651-WYIPH","Female",1,"No","No",18,"Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,60.5
"5651-YLPRD","Female",0,"Yes","Yes",32,"Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","No",0,68.5
"5652-MSDEY","Female",0,"No","No",10,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","No",0,55
"5655-JSMZM","Male",1,"No","No",49,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes",0,73
"5656-JAMLX","Male",0,"No","No",62,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",0,23.2
"5656-MJEFC","Male",0,"Yes","Yes",42,"No","Fiber optic","Yes","No","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)","No",0,65.2
"5663-QBGIS","Male",1,"No","No",72,"Yes","DSL","No","Yes","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)","No",0,81.7
"5666-CYCYZ","Female",0,"No","No",24,"Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check","No",0,73
"5666-MBJPT","Male",0,"No","No",65,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No",1,20
"5668-MEISB","Female",0,"Yes","Yes",72,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)","No",0,83.7
"5669-SRAIP","Female",0,"No","No",5,"No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check","Yes",0,61.7
"5671-RQRLP","Female",1,"No","No",70,"Yes","DSL","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)","No",0,55
"5671-UUNXD","Female",1,"No","No",50,"Yes","DSL","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check","No",0,78
"5673-FSSMF","Female",0,"No","No",1,"Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,68
"5673-TIYIB","Male",0,"No","No",2,"No","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","Yes","Credit card (automatic)","Yes",0,54
"5676-CFLYY","Male",0,"Yes","Yes",71,"Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,83.5
"5678-VFNEQ","Female",0,"Yes","No",71,"Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)","No",0,80
"5680-LQOGP","Female",0,"No","No",68,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,90.5
"5681-LLOEI","Male",0,"Yes","Yes",43,"Yes","DSL","Yes","No","Yes","Yes","No","No","One year","Yes","Credit card (automatic)","No",0,67
"5684-FJVYR","Female",0,"Yes","Yes",72,"Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)","No",0,69
"5685-IIXLY","Female",0,"Yes","Yes",5,"Yes","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes",0,73.5
"5686-CMAWK","Male",0,"No","No",17,"Yes","DSL","No","No","Yes","Yes","No","No","One year","No","Electronic check","No",0,66.7
"5687-DKDTV","Female",0,"No","No",4,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","Yes",0,23.2
"5688-KZTSN","Male",0,"Yes","Yes",15,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","Yes",0,20
"5692-FPTAH","Female",0,"No","No",1,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,55
"5692-ICXLW","Male",1,"No","No",31,"Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","No",0,68.5
"5693-PIPCS","Male",0,"No","No",41,"Yes","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,83.5
"5696-CEIQJ","Male",0,"Yes","Yes",67,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No",0,90.2
"5696-EXCYS","Male",0,"No","No",17,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",1,23.2
"5696-JVVQY","Female",0,"Yes","Yes",48,"Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)","No",0,80.5
"5696-QURRL","Male",0,"No","No",1,"Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes",0,55
"5697-GOMBF","Female",1,"No","No",28,"No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","No",0,50
"5698-BQJOH","Female",0,"No","No",9,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check","Yes",0,76.2
"5699-BNCAS","Male",1,"No","No",71,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No",0,20
"5701-GUXDC","Female",0,"Yes","No",26,"No","Fiber optic","Yes","No","Yes","No","No","No","One year","No","Credit card (automatic)","No",0,50.2
"5701-SVCWR","Female",0,"No","Yes",1,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",0,23.2
"5701-YVSVF","Female",1,"No","No",11,"Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","No",0,68
"5701-ZIKJE","Male",0,"No","No",13,"Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check","No",0,60
"5702-KVQRD","Male",0,"Yes","No",71,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check","No",0,85
"5702-SKUOB","Female",0,"Yes","No",4,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",0,23.2
"5707-ORNDZ","Male",1,"No","No",9,"Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check","Yes",0,61.7
"5707-ZMDJP","Male",0,"Yes","Yes",53,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Mailed check","No",0,77
"5708-EVONK","Female",0,"Yes","Yes",58,"Yes","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,77
"5709-LVOEQ","Female",0,"Yes","Yes",0,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Mailed check","No",0,88.7
"5712-AHQNN","Female",0,"No","No",43,"Yes","DSL","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","No",0,72
"5712-PTIWW","Male",0,"No","No",2,"Yes","DSL","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check","Yes",0,63.5
"5712-VBOXD","Female",0,"No","No",4,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)","No",1,20
"5716-EZXZN","Female",0,"Yes","Yes",65,"Yes","DSL","Yes","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)","No",0,77
"5716-LIBJC","Female",0,"No","Yes",13,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)","No",0,82
"5724-BIDBU","Male",0,"Yes","No",49,"Yes","Fiber optic","Yes","No","No","No","No","No","One year","Yes","Electronic check","No",0,58.5
"5726-CVNYA","Female",0,"Yes","Yes",8,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No",0,20
"5727-MYATE","Male",0,"Yes","Yes",72,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No",0,90.5
"5729-KLZAR","Female",0,"Yes","Yes",4,"Yes","DSL","No","No","No","No","No","Yes","Month-to-month","No","Electronic check","Yes",0,71.2
"5730-DBDSI","Male",0,"No","No",66,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",1,23.2
"5730-RIITO","Female",1,"No","No",43,"No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,49
"5732-IKGQH","Male",1,"No","No",52,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No",0,85
"5734-EJKXG","Female",0,"No","No",61,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check","No",0,90.5
"5736-YEJAX","Male",0,"No","Yes",69,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)","No",0,80.5
"5740-YHGTW","Male",0,"Yes","Yes",70,"Yes","DSL","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No",0,72
"5743-KHMNA","Male",0,"No","No",71,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",1,23.2
"5747-PMBSQ","Male",1,"No","No",10,"Yes","DSL","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Mailed check","Yes",0,77
"5748-RNCJT","Male",0,"No","No",69,"Yes","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","Yes",0,81.5
"5751-USDBL","Male",0,"Yes","Yes",46,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Mailed check","No",0,88.2
"5753-QQWPW","Female",0,"No","No",28,"Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","Yes","Electronic check","No",0,69
"5756-JYOJT","Female",0,"No","No",11,"Yes","Fiber optic","No","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)","No",0,79.7
"5756-OZRIO","Male",1,"No","No",61,"Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","No","Bank transfer (automatic)","No",0,76.7
"5759-RCVCB","Female",0,"No","No",3,"No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Credit card (automatic)","Yes",0,53.2
"5760-FXFVO","Male",0,"No","No",6,"Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","No",0,64
"5760-IFJOZ","Male",0,"No","No",3,"Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Mailed check","No",0,85.2
"5760-WRAHC","Female",1,"No","No",22,"Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Mailed check","No",0,80
"5762-TJXGK","Female",0,"No","No",52,"No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,77.5
"5766-FTRTS","Male",0,"Yes","No",72,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check","No",0,93.7
"5766-XQXMQ","Female",0,"No","No",29,"Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes",0,80.5
"5766-ZJYBB","Male",0,"No","No",1,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","Yes",1,23.2
"5774-QPLTF","Male",0,"Yes","Yes",50,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","No",0,20
"5774-XZTQC","Female",0,"Yes","Yes",7,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",0,23.2
"5777-KJIRB","Female",0,"No","No",40,"Yes","Fiber optic","No","No","Yes","No","No","No","One year","Yes","Mailed check","No",0,58.5
"5777-ZPQNC","Female",0,"No","No",12,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check","No",0,23.2
"5778-BVOFB","Female",0,"No","No",9,"Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No",0,68
"5780-INQIK","Female",0,"No","No",8,"Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","No","Electronic check","No",0,63.2
"5781-BKHOP","Female",0,"Yes","No",72,"Yes","DSL","Yes","Yes","Yes","No","Yes","No","Two year","No","Bank transfer (automatic)","No",0,78.7
"5781-RFZRP","Male",0,"Yes","No",71,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)","No",0,80.2
"5787-KXGIY","Male",0,"Yes","No",72,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",0,23.2
"5788-YPOEG","Female",0,"Yes","Yes",34,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check","No",0,93.7
"5789-LDFXO","Male",0,"No","No",24,"Yes","Fiber optic","No","No","No","No","No","Yes","One year","No","Electronic check","No",1,71.2
"5791-KAJFD","Female",0,"Yes","Yes",56,"Yes","Fiber optic","Yes","No","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)","No",0,75
"5792-JALQC","Female",1,"No","No",52,"Yes","Fiber optic","Yes","No","Yes","No","No","No","Two year","No","Bank transfer (automatic)","No",0,65.2
"5793-YOLJN","Female",0,"Yes","Yes",55,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"5795-BKOYE","Female",0,"Yes","Yes",69,"Yes","Fiber optic","No","Yes","Yes","Yes","No","No","One year","No","Bank transfer (automatic)","No",0,72.2
"5795-KTGUD","Female",0,"Yes","No",68,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,85.5
"5797-APWZC","Female",0,"No","No",1,"Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check","Yes",0,76.2
"5799-JRCZO","Female",0,"No","Yes",63,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No",0,23.2
"5802-ADBRC","Female",0,"Yes","No",50,"Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Mailed check","No",0,80
"5803-NQJZO","Male",0,"Yes","No",72,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)","No",0,72.5
"5804-HYIEZ","Male",0,"Yes","Yes",70,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No",0,82
"5804-JMYIO","Female",0,"Yes","Yes",39,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"5804-LEPIM","Female",1,"No","No",2,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"5808-TOTXO","Female",0,"No","Yes",3,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","No",0,20
"5811-IWXYM","Female",0,"Yes","Yes",52,"Yes","DSL","No","No","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)","No",0,79.7
"5813-UECBU","Male",1,"No","No",33,"Yes","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)","Yes",0,64
"5815-HGGHV","Male",0,"Yes","No",20,"Yes","Fiber optic","Yes","No","No","Yes","No","Yes","One year","Yes","Mailed check","No",0,76.5
"5816-JMLGY","Female",0,"Yes","Yes",70,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No",0,87
"5816-QVHRX","Female",0,"No","No",37,"Yes","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)","No",0,81.2
"5816-SCGFC","Female",1,"No","No",7,"Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","No",0,60.5
"5820-PTRYM","Female",1,"No","No",56,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)","No",0,72.5
"5821-MMEIL","Female",0,"Yes","No",57,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",0,23.2
"5825-XJOCM","Male",0,"No","Yes",48,"Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)","No",0,67.5
"5827-MWCZK","Male",0,"Yes","Yes",56,"Yes","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)","No",0,73.5
"5828-AVIPD","Male",0,"Yes","Yes",19,"Yes","DSL","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check","Yes",0,78
"5828-DWPIL","Male",1,"No","No",62,"Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check","No",0,67.5
"5829-NVSQN","Female",0,"Yes","No",23,"Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)","No",0,80
"5832-EXGTT","Male",0,"Yes","Yes",29,"Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check","No",0,71.5
"5832-TRLPB","Male",0,"No","No",29,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No",0,81.5
"5832-XKAES","Male",0,"No","No",2,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","Yes",0,55
"5834-ASPWA","Male",0,"No","No",1,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"5835-BEQEU","Male",0,"No","No",3,"Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes",0,55
"5837-LXSDN","Female",0,"Yes","Yes",21,"Yes","Fiber optic","No","Yes","No","No","Yes","No","One year","Yes","Credit card (automatic)","No",0,68.5
"5839-SUYVZ","Male",0,"No","No",16,"Yes","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)","No",0,60
"5840-NVDCG","Female",0,"Yes","Yes",16,"Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","Two year","No","Bank transfer (automatic)","No",0,85.2
"5842-POCOP","Female",0,"Yes","No",5,"Yes","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Mailed check","Yes",0,75
"5843-TTHGI","Female",0,"No","No",18,"Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check","No",0,58.5
"5844-QVTAT","Female",0,"Yes","Yes",33,"Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Mailed check","No",0,67.5
"5845-BZZIB","Male",0,"Yes","Yes",35,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No",0,23.2
"5846-ABOBJ","Male",0,"Yes","No",71,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",0,23.2
"5846-NEQVZ","Male",0,"Yes","Yes",71,"Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)","No",0,80
"5846-QFDFI","Female",0,"Yes","Yes",33,"Yes","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)","No",0,72.2
"5847-MXBEO","Male",0,"No","No",22,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No",1,23.2
"5848-FHRFC","Female",0,"No","No",68,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No",1,23.2
"5849-ASHZJ","Male",0,"No","Yes",27,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No",0,23.2
"5850-BDWCY","Female",0,"No","No",6,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No",1,23.2
